,grade,term,home_ownership,emp_length,safe_loans
4607,C, 36 months,RENT,6 years,-1
4608,A, 36 months,OWN,10+ years,1
4609,A, 36 months,MORTGAGE,9 years,1
4610,B, 36 months,RENT,5 years,1
4611,D, 60 months,RENT,10+ years,-1
4612,F, 60 months,RENT,10+ years,-1
4613,D, 36 months,RENT,< 1 year,-1
4614,D, 36 months,MORTGAGE,10+ years,1
4615,C, 36 months,MORTGAGE,< 1 year,1
4616,C, 60 months,RENT,10+ years,1
4617,B, 36 months,RENT,5 years,1
4618,D, 36 months,MORTGAGE,9 years,-1
4619,B, 36 months,RENT,< 1 year,-1
4620,A, 36 months,RENT,< 1 year,1
4621,C, 60 months,MORTGAGE,10+ years,-1
4622,D, 60 months,MORTGAGE,10+ years,1
4623,B, 36 months,RENT,< 1 year,-1
4624,C, 36 months,MORTGAGE,< 1 year,1
4625,B, 36 months,MORTGAGE,10+ years,1
4626,B, 36 months,MORTGAGE,8 years,1
4627,C, 36 months,RENT,2 years,-1
4628,C, 36 months,MORTGAGE,3 years,-1
4629,C, 60 months,MORTGAGE,2 years,-1
4630,B, 36 months,RENT,1 year,1
4631,B, 36 months,MORTGAGE,< 1 year,-1
4632,A, 36 months,OWN,3 years,1
4633,C, 36 months,RENT,10+ years,-1
4634,A, 36 months,RENT,3 years,-1
4635,B, 36 months,MORTGAGE,10+ years,1
4636,B, 36 months,RENT,< 1 year,-1
4637,D, 36 months,RENT,< 1 year,-1
4638,B, 36 months,RENT,10+ years,1
4639,E, 60 months,MORTGAGE,3 years,1
4640,C, 60 months,MORTGAGE,4 years,-1
4641,E, 60 months,MORTGAGE,6 years,-1
4642,B, 60 months,RENT,10+ years,1
4643,B, 36 months,RENT,2 years,-1
4644,B, 36 months,RENT,10+ years,-1
4645,B, 36 months,MORTGAGE,8 years,1
4646,B, 36 months,RENT,5 years,1
4647,E, 60 months,OWN,6 years,-1
4648,B, 36 months,MORTGAGE,6 years,-1
4649,B, 36 months,RENT,6 years,1
4650,D, 60 months,OWN,3 years,1
4651,B, 36 months,RENT,4 years,1
4652,C, 36 months,MORTGAGE,10+ years,1
4653,C, 36 months,MORTGAGE,7 years,-1
4654,F, 60 months,RENT,3 years,-1
4655,B, 60 months,MORTGAGE,< 1 year,1
4656,B, 36 months,MORTGAGE,7 years,-1
4657,E, 60 months,OWN,6 years,-1
4658,C, 36 months,MORTGAGE,10+ years,-1
4659,B, 36 months,RENT,10+ years,-1
4660,B, 36 months,RENT,9 years,-1
4661,F, 60 months,MORTGAGE,9 years,-1
4662,C, 36 months,OWN,1 year,1
4663,D, 36 months,OWN,3 years,1
4664,B, 60 months,RENT,< 1 year,-1
4665,D, 36 months,RENT,10+ years,1
4666,B, 36 months,RENT,3 years,1
4667,A, 36 months,MORTGAGE,5 years,1
4668,B, 36 months,RENT,5 years,1
4669,C, 36 months,RENT,1 year,1
4670,C, 36 months,MORTGAGE,10+ years,-1
4671,A, 36 months,MORTGAGE,7 years,1
4672,F, 60 months,OWN,< 1 year,1
4673,D, 36 months,RENT,10+ years,1
4674,D, 60 months,RENT,< 1 year,-1
4675,D, 36 months,MORTGAGE,10+ years,1
4676,D, 36 months,MORTGAGE,2 years,1
4677,A, 36 months,MORTGAGE,10+ years,1
4678,D, 60 months,RENT,10+ years,-1
4679,A, 36 months,RENT,2 years,1
4680,B, 60 months,OWN,9 years,-1
4681,C, 36 months,RENT,8 years,-1
4682,A, 36 months,MORTGAGE,2 years,-1
4683,B, 36 months,RENT,10+ years,1
4684,C, 36 months,OWN,10+ years,-1
4685,D, 60 months,RENT,,-1
4686,E, 36 months,RENT,10+ years,1
4687,C, 36 months,RENT,8 years,1
4688,D, 36 months,RENT,10+ years,1
4689,B, 36 months,RENT,4 years,1
4690,D, 36 months,RENT,7 years,-1
4691,D, 60 months,MORTGAGE,10+ years,1
4692,B, 36 months,MORTGAGE,10+ years,1
4693,A, 36 months,MORTGAGE,2 years,1
4694,C, 36 months,RENT,10+ years,-1
4695,E, 60 months,RENT,7 years,-1
4696,D, 60 months,MORTGAGE,6 years,-1
4697,D, 60 months,RENT,10+ years,-1
4698,B, 36 months,RENT,2 years,1
4699,B, 36 months,MORTGAGE,10+ years,-1
4700,C, 36 months,RENT,10+ years,-1
4701,C, 60 months,OWN,< 1 year,1
4702,C, 36 months,MORTGAGE,4 years,-1
4703,B, 36 months,MORTGAGE,1 year,1
4704,B, 36 months,RENT,4 years,-1
4705,C, 36 months,RENT,4 years,1
4706,F, 60 months,MORTGAGE,8 years,-1
4707,B, 36 months,MORTGAGE,6 years,1
4708,F, 36 months,MORTGAGE,10+ years,-1
4709,D, 36 months,MORTGAGE,4 years,1
4710,B, 36 months,RENT,,-1
4711,D, 36 months,MORTGAGE,< 1 year,1
4712,B, 36 months,RENT,4 years,1
4713,D, 60 months,OWN,3 years,-1
4714,E, 60 months,MORTGAGE,10+ years,-1
4715,F, 60 months,RENT,1 year,-1
4716,B, 36 months,RENT,< 1 year,1
4717,C, 60 months,MORTGAGE,2 years,1
4718,B, 36 months,RENT,8 years,-1
4719,D, 60 months,MORTGAGE,6 years,1
4720,D, 36 months,RENT,4 years,1
4721,E, 60 months,RENT,1 year,-1
4722,F, 60 months,RENT,10+ years,-1
4723,C, 60 months,MORTGAGE,10+ years,1
4724,B, 36 months,MORTGAGE,8 years,1
4725,D, 60 months,RENT,10+ years,-1
4726,E, 36 months,RENT,5 years,-1
4727,B, 36 months,RENT,< 1 year,-1
4728,B, 60 months,MORTGAGE,2 years,-1
4729,D, 36 months,MORTGAGE,< 1 year,1
4730,A, 36 months,RENT,9 years,1
4731,D, 36 months,MORTGAGE,10+ years,1
4732,A, 36 months,MORTGAGE,2 years,1
4733,E, 36 months,OWN,7 years,-1
4734,C, 36 months,RENT,3 years,-1
4735,B, 36 months,OWN,10+ years,1
4736,B, 36 months,MORTGAGE,10+ years,1
4737,F, 60 months,RENT,9 years,-1
4738,D, 60 months,RENT,1 year,-1
4739,C, 36 months,MORTGAGE,10+ years,1
4740,D, 36 months,MORTGAGE,6 years,-1
4741,C, 36 months,MORTGAGE,7 years,-1
4742,B, 36 months,MORTGAGE,5 years,1
4743,E, 60 months,MORTGAGE,10+ years,-1
4744,D, 36 months,MORTGAGE,10+ years,1
4745,A, 36 months,OWN,3 years,1
4746,D, 60 months,MORTGAGE,10+ years,-1
4747,C, 60 months,MORTGAGE,6 years,-1
4748,B, 36 months,MORTGAGE,2 years,1
4749,B, 36 months,MORTGAGE,5 years,-1
4750,A, 36 months,MORTGAGE,10+ years,1
4751,F, 60 months,MORTGAGE,9 years,-1
4752,D, 36 months,RENT,1 year,-1
4753,A, 36 months,MORTGAGE,10+ years,1
4754,A, 36 months,MORTGAGE,9 years,1
4755,C, 60 months,MORTGAGE,6 years,1
4756,B, 36 months,RENT,10+ years,1
4757,B, 36 months,RENT,3 years,1
4758,A, 36 months,MORTGAGE,,1
4759,C, 60 months,RENT,6 years,-1
4760,A, 36 months,MORTGAGE,10+ years,1
4761,B, 36 months,RENT,,1
4762,C, 36 months,RENT,4 years,1
4763,B, 36 months,MORTGAGE,4 years,-1
4764,D, 36 months,MORTGAGE,10+ years,1
4765,C, 36 months,RENT,3 years,1
4766,C, 60 months,MORTGAGE,10+ years,-1
4767,A, 36 months,MORTGAGE,10+ years,1
4768,D, 36 months,RENT,2 years,1
4769,E, 36 months,MORTGAGE,10+ years,1
4770,D, 60 months,MORTGAGE,10+ years,-1
4771,B, 36 months,RENT,5 years,1
4772,A, 36 months,RENT,8 years,1
4773,D, 60 months,MORTGAGE,4 years,1
4774,D, 36 months,RENT,< 1 year,1
4775,A, 36 months,MORTGAGE,1 year,-1
4776,B, 60 months,RENT,10+ years,-1
4777,D, 60 months,RENT,10+ years,-1
4778,E, 60 months,MORTGAGE,4 years,-1
4779,B, 36 months,RENT,3 years,1
4780,E, 36 months,RENT,10+ years,-1
4781,B, 36 months,RENT,2 years,1
4782,B, 36 months,RENT,10+ years,1
4783,E, 36 months,RENT,< 1 year,-1
4784,A, 60 months,MORTGAGE,< 1 year,1
4785,D, 36 months,RENT,4 years,1
4786,F, 36 months,RENT,< 1 year,-1
4787,F, 60 months,RENT,10+ years,1
4788,A, 36 months,RENT,1 year,-1
4789,B, 36 months,OWN,2 years,-1
4790,D, 60 months,MORTGAGE,6 years,-1
4791,D, 36 months,OWN,3 years,-1
4792,E, 36 months,RENT,8 years,-1
4793,B, 36 months,OWN,3 years,1
4794,C, 36 months,RENT,6 years,-1
4795,E, 60 months,MORTGAGE,4 years,-1
4796,B, 36 months,MORTGAGE,7 years,1
4797,C, 36 months,RENT,4 years,-1
4798,A, 36 months,RENT,10+ years,1
4799,D, 36 months,RENT,10+ years,1
4800,B, 36 months,RENT,10+ years,-1
4801,B, 36 months,RENT,3 years,-1
4802,C, 36 months,MORTGAGE,3 years,1
4803,E, 60 months,MORTGAGE,1 year,1
4804,C, 36 months,RENT,1 year,-1
4805,B, 36 months,MORTGAGE,5 years,1
4806,F, 60 months,RENT,2 years,1
4807,C, 36 months,RENT,,-1
4808,A, 36 months,RENT,2 years,1
4809,B, 36 months,RENT,9 years,1
4810,C, 36 months,OWN,< 1 year,1
4811,F, 60 months,MORTGAGE,1 year,-1
4812,D, 60 months,MORTGAGE,10+ years,-1
4813,E, 60 months,MORTGAGE,2 years,-1
4814,C, 36 months,RENT,< 1 year,-1
4815,E, 36 months,OWN,2 years,-1
4816,A, 36 months,MORTGAGE,< 1 year,1
4817,B, 36 months,RENT,< 1 year,-1
4818,B, 60 months,OWN,10+ years,1
4819,B, 36 months,MORTGAGE,9 years,1
4820,A, 36 months,MORTGAGE,6 years,-1
4821,C, 60 months,MORTGAGE,7 years,-1
4822,C, 60 months,MORTGAGE,,1
4823,B, 36 months,RENT,5 years,-1
4824,B, 36 months,MORTGAGE,10+ years,1
4825,B, 36 months,RENT,< 1 year,-1
4826,B, 36 months,MORTGAGE,5 years,1
4827,B, 36 months,RENT,4 years,-1
4828,D, 60 months,OWN,,1
4829,B, 36 months,RENT,3 years,-1
4830,C, 60 months,MORTGAGE,3 years,-1
4831,D, 36 months,RENT,10+ years,1
4832,E, 60 months,RENT,2 years,1
4833,C, 36 months,RENT,4 years,1
4834,B, 60 months,MORTGAGE,1 year,-1
4835,E, 60 months,MORTGAGE,4 years,-1
4836,A, 36 months,RENT,10+ years,-1
4837,C, 36 months,RENT,6 years,-1
4838,E, 36 months,RENT,2 years,-1
4839,E, 36 months,RENT,8 years,-1
4840,A, 36 months,RENT,,1
4841,D, 60 months,RENT,1 year,-1
4842,A, 36 months,RENT,1 year,-1
4843,D, 60 months,MORTGAGE,8 years,-1
4844,F, 36 months,RENT,3 years,-1
4845,F, 60 months,RENT,10+ years,-1
4846,C, 60 months,RENT,4 years,-1
4847,D, 36 months,RENT,3 years,-1
4848,C, 60 months,MORTGAGE,< 1 year,1
4849,C, 36 months,RENT,10+ years,-1
4850,A, 36 months,MORTGAGE,6 years,1
4851,B, 36 months,MORTGAGE,< 1 year,1
4852,D, 60 months,MORTGAGE,10+ years,-1
4853,D, 36 months,MORTGAGE,10+ years,-1
4854,B, 36 months,RENT,1 year,1
4855,C, 60 months,MORTGAGE,2 years,-1
4856,B, 36 months,MORTGAGE,2 years,-1
4857,D, 60 months,RENT,2 years,1
4858,B, 36 months,RENT,6 years,-1
4859,C, 36 months,MORTGAGE,5 years,-1
4860,A, 36 months,MORTGAGE,2 years,1
4861,A, 36 months,OWN,4 years,1
4862,C, 36 months,RENT,3 years,-1
4863,B, 36 months,MORTGAGE,1 year,-1
4864,C, 60 months,MORTGAGE,1 year,1
4865,F, 36 months,RENT,3 years,-1
4866,C, 60 months,MORTGAGE,,-1
4867,B, 36 months,MORTGAGE,,-1
4868,C, 60 months,RENT,2 years,-1
4869,G, 36 months,RENT,1 year,-1
4870,F, 36 months,MORTGAGE,10+ years,-1
4871,B, 36 months,RENT,9 years,-1
4872,D, 36 months,MORTGAGE,10+ years,1
4873,A, 36 months,RENT,,-1
4874,B, 36 months,RENT,< 1 year,1
4875,D, 36 months,MORTGAGE,10+ years,1
4876,C, 36 months,RENT,10+ years,-1
4877,A, 36 months,RENT,2 years,1
4878,C, 36 months,OWN,10+ years,-1
4879,C, 36 months,MORTGAGE,,-1
4880,E, 60 months,RENT,< 1 year,1
4881,B, 36 months,MORTGAGE,2 years,-1
4882,A, 36 months,MORTGAGE,3 years,1
4883,A, 36 months,RENT,2 years,1
4884,E, 60 months,MORTGAGE,8 years,-1
4885,F, 60 months,MORTGAGE,2 years,-1
4886,F, 60 months,MORTGAGE,10+ years,1
4887,D, 36 months,RENT,3 years,1
4888,B, 36 months,MORTGAGE,1 year,1
4889,D, 36 months,RENT,5 years,-1
4890,D, 36 months,RENT,3 years,1
4891,E, 36 months,RENT,10+ years,-1
4892,B, 36 months,MORTGAGE,10+ years,-1
4893,B, 36 months,MORTGAGE,1 year,-1
4894,C, 36 months,OWN,8 years,-1
4895,B, 36 months,MORTGAGE,10+ years,1
4896,A, 36 months,MORTGAGE,10+ years,-1
4897,B, 36 months,OWN,6 years,-1
4898,B, 36 months,RENT,6 years,1
4899,C, 36 months,RENT,5 years,1
4900,G, 60 months,RENT,7 years,1
4901,D, 60 months,RENT,10+ years,-1
4902,B, 36 months,MORTGAGE,4 years,-1
4903,B, 36 months,MORTGAGE,,1
4904,B, 36 months,MORTGAGE,7 years,-1
4905,D, 36 months,RENT,8 years,-1
4906,A, 36 months,MORTGAGE,6 years,1
4907,B, 36 months,MORTGAGE,< 1 year,-1
4908,C, 60 months,RENT,2 years,-1
4909,B, 36 months,MORTGAGE,5 years,-1
4910,A, 36 months,RENT,2 years,-1
4911,C, 36 months,MORTGAGE,6 years,1
4912,A, 36 months,MORTGAGE,6 years,1
4913,B, 60 months,MORTGAGE,6 years,-1
4914,B, 60 months,RENT,3 years,-1
4915,C, 36 months,RENT,7 years,-1
4916,B, 36 months,MORTGAGE,2 years,1
4917,E, 36 months,RENT,2 years,1
4918,C, 60 months,MORTGAGE,9 years,-1
4919,D, 36 months,RENT,4 years,1
4920,E, 36 months,RENT,< 1 year,-1
4921,B, 36 months,RENT,2 years,1
4922,C, 36 months,MORTGAGE,6 years,-1
4923,B, 60 months,MORTGAGE,< 1 year,1
4924,E, 36 months,OWN,10+ years,-1
4925,B, 36 months,RENT,7 years,-1
4926,C, 36 months,MORTGAGE,,1
4927,C, 60 months,RENT,4 years,-1
4928,B, 36 months,MORTGAGE,10+ years,1
4929,D, 36 months,MORTGAGE,10+ years,1
4930,D, 36 months,RENT,3 years,1
4931,C, 60 months,RENT,7 years,-1
4932,C, 36 months,MORTGAGE,1 year,-1
4933,C, 36 months,MORTGAGE,10+ years,-1
4934,C, 60 months,OWN,10+ years,1
4935,A, 36 months,MORTGAGE,3 years,1
4936,C, 36 months,RENT,3 years,1
4937,B, 36 months,MORTGAGE,10+ years,1
4938,G, 60 months,RENT,3 years,-1
4939,E, 60 months,MORTGAGE,10+ years,-1
4940,C, 36 months,RENT,10+ years,1
4941,B, 36 months,RENT,1 year,1
4942,C, 36 months,MORTGAGE,10+ years,1
4943,B, 36 months,MORTGAGE,10+ years,-1
4944,B, 36 months,RENT,4 years,1
4945,C, 60 months,RENT,8 years,-1
4946,D, 36 months,RENT,10+ years,-1
4947,F, 36 months,RENT,< 1 year,-1
4948,A, 36 months,MORTGAGE,10+ years,1
4949,A, 36 months,MORTGAGE,6 years,1
4950,E, 60 months,MORTGAGE,< 1 year,-1
4951,B, 36 months,RENT,2 years,-1
4952,D, 60 months,RENT,10+ years,1
4953,B, 36 months,OWN,6 years,-1
4954,C, 36 months,RENT,2 years,1
4955,F, 60 months,MORTGAGE,6 years,-1
4956,A, 36 months,RENT,3 years,1
4957,C, 36 months,MORTGAGE,6 years,-1
4958,B, 36 months,MORTGAGE,8 years,1
4959,E, 60 months,RENT,6 years,1
4960,D, 36 months,RENT,4 years,-1
4961,B, 36 months,RENT,2 years,1
4962,F, 60 months,RENT,2 years,-1
4963,C, 60 months,MORTGAGE,8 years,-1
4964,C, 36 months,RENT,10+ years,-1
4965,C, 60 months,RENT,4 years,-1
4966,B, 36 months,RENT,10+ years,-1
4967,D, 60 months,OWN,5 years,-1
4968,B, 36 months,OWN,10+ years,1
4969,D, 60 months,RENT,3 years,-1
4970,B, 36 months,RENT,10+ years,-1
4971,D, 36 months,MORTGAGE,10+ years,1
4972,A, 36 months,RENT,1 year,1
4973,C, 36 months,MORTGAGE,2 years,1
4974,B, 36 months,RENT,10+ years,1
4975,C, 60 months,MORTGAGE,10+ years,-1
4976,C, 36 months,OWN,4 years,-1
4977,D, 36 months,RENT,2 years,-1
4978,D, 60 months,MORTGAGE,8 years,-1
4979,C, 60 months,RENT,< 1 year,-1
4980,B, 36 months,MORTGAGE,3 years,1
4981,F, 60 months,MORTGAGE,8 years,-1
4982,C, 36 months,MORTGAGE,7 years,-1
4983,C, 36 months,RENT,10+ years,1
4984,B, 36 months,MORTGAGE,,1
4985,C, 36 months,MORTGAGE,8 years,1
4986,D, 36 months,MORTGAGE,4 years,1
4987,A, 36 months,MORTGAGE,10+ years,-1
4988,B, 36 months,RENT,2 years,1
4989,C, 60 months,MORTGAGE,1 year,-1
4990,C, 36 months,MORTGAGE,4 years,1
4991,A, 36 months,RENT,1 year,1
4992,E, 36 months,RENT,2 years,1
4993,C, 36 months,RENT,3 years,-1
4994,B, 60 months,MORTGAGE,4 years,-1
4995,D, 60 months,RENT,5 years,-1
4996,C, 36 months,RENT,10+ years,-1
4997,C, 36 months,RENT,7 years,1
4998,D, 36 months,MORTGAGE,5 years,1
4999,B, 36 months,MORTGAGE,10+ years,1
5000,A, 36 months,MORTGAGE,6 years,1
5001,D, 36 months,MORTGAGE,7 years,1
5002,C, 36 months,OWN,8 years,-1
5003,C, 36 months,MORTGAGE,6 years,1
5004,B, 36 months,RENT,1 year,-1
5005,D, 36 months,RENT,5 years,1
5006,B, 36 months,MORTGAGE,10+ years,-1
5007,E, 60 months,MORTGAGE,10+ years,1
5008,A, 36 months,MORTGAGE,8 years,1
5009,B, 36 months,MORTGAGE,8 years,1
5010,C, 36 months,MORTGAGE,,-1
5011,F, 60 months,OWN,2 years,-1
5012,B, 36 months,MORTGAGE,6 years,1
5013,B, 36 months,RENT,10+ years,1
5014,A, 36 months,OWN,10+ years,1
5015,D, 36 months,RENT,3 years,1
5016,D, 36 months,MORTGAGE,10+ years,1
5017,C, 36 months,RENT,< 1 year,1
5018,A, 36 months,MORTGAGE,6 years,1
5019,B, 60 months,MORTGAGE,10+ years,-1
5020,C, 36 months,RENT,5 years,-1
5021,E, 36 months,RENT,9 years,-1
5022,G, 60 months,RENT,1 year,-1
5023,D, 36 months,MORTGAGE,10+ years,-1
5024,A, 36 months,MORTGAGE,3 years,1
5025,D, 36 months,MORTGAGE,5 years,1
5026,C, 60 months,RENT,10+ years,-1
5027,E, 60 months,MORTGAGE,9 years,-1
5028,C, 36 months,RENT,< 1 year,-1
5029,D, 36 months,MORTGAGE,5 years,-1
5030,E, 36 months,RENT,4 years,-1
5031,E, 60 months,RENT,< 1 year,-1
5032,D, 36 months,RENT,10+ years,-1
5033,A, 36 months,RENT,2 years,1
5034,B, 36 months,OTHER,6 years,1
5035,E, 60 months,RENT,2 years,-1
5036,C, 36 months,RENT,7 years,1
5037,C, 36 months,MORTGAGE,9 years,-1
5038,A, 36 months,MORTGAGE,10+ years,1
5039,B, 36 months,RENT,2 years,1
5040,A, 36 months,MORTGAGE,10+ years,1
5041,C, 36 months,RENT,1 year,1
5042,B, 36 months,MORTGAGE,10+ years,1
5043,C, 36 months,RENT,3 years,-1
5044,A, 36 months,OWN,10+ years,1
5045,C, 60 months,MORTGAGE,10+ years,1
5046,B, 36 months,RENT,< 1 year,1
5047,C, 36 months,MORTGAGE,10+ years,1
5048,C, 36 months,RENT,1 year,1
5049,D, 36 months,RENT,10+ years,-1
5050,A, 36 months,OWN,10+ years,-1
5051,C, 60 months,RENT,7 years,1
5052,B, 36 months,OWN,< 1 year,1
5053,D, 36 months,RENT,10+ years,1
5054,B, 36 months,RENT,6 years,-1
5055,B, 36 months,MORTGAGE,< 1 year,-1
5056,B, 36 months,RENT,3 years,-1
5057,E, 60 months,OWN,< 1 year,-1
5058,A, 36 months,MORTGAGE,10+ years,-1
5059,B, 36 months,RENT,10+ years,1
5060,B, 60 months,RENT,2 years,-1
5061,D, 36 months,RENT,1 year,1
5062,B, 36 months,RENT,,1
5063,A, 36 months,MORTGAGE,10+ years,1
5064,C, 36 months,RENT,6 years,1
5065,D, 36 months,RENT,10+ years,-1
5066,C, 36 months,MORTGAGE,4 years,1
5067,D, 60 months,MORTGAGE,1 year,-1
5068,E, 60 months,RENT,1 year,-1
5069,C, 60 months,MORTGAGE,10+ years,-1
5070,B, 36 months,OWN,5 years,1
5071,E, 36 months,MORTGAGE,10+ years,-1
5072,C, 60 months,RENT,2 years,1
5073,B, 36 months,MORTGAGE,8 years,-1
5074,E, 60 months,MORTGAGE,10+ years,-1
5075,C, 60 months,MORTGAGE,10+ years,1
5076,D, 60 months,MORTGAGE,10+ years,1
5077,B, 36 months,MORTGAGE,1 year,1
5078,D, 36 months,MORTGAGE,1 year,1
5079,C, 36 months,MORTGAGE,10+ years,1
5080,D, 36 months,RENT,1 year,-1
5081,A, 36 months,RENT,10+ years,1
5082,C, 36 months,RENT,2 years,1
5083,B, 36 months,OTHER,< 1 year,1
5084,C, 60 months,RENT,< 1 year,1
5085,D, 36 months,RENT,2 years,1
5086,D, 60 months,RENT,3 years,-1
5087,B, 36 months,MORTGAGE,6 years,1
5088,A, 36 months,MORTGAGE,10+ years,-1
5089,C, 36 months,MORTGAGE,3 years,-1
5090,C, 36 months,RENT,2 years,1
5091,B, 36 months,MORTGAGE,6 years,-1
5092,B, 36 months,OTHER,3 years,1
5093,B, 36 months,MORTGAGE,9 years,1
5094,C, 36 months,RENT,10+ years,-1
5095,C, 36 months,MORTGAGE,10+ years,-1
5096,A, 36 months,MORTGAGE,3 years,-1
5097,C, 60 months,MORTGAGE,4 years,-1
5098,A, 36 months,MORTGAGE,5 years,1
5099,B, 36 months,MORTGAGE,6 years,1
5100,E, 60 months,MORTGAGE,4 years,1
5101,D, 60 months,MORTGAGE,5 years,1
5102,A, 36 months,OWN,10+ years,-1
5103,D, 36 months,RENT,10+ years,-1
5104,D, 36 months,RENT,10+ years,-1
5105,E, 36 months,RENT,3 years,-1
5106,C, 36 months,MORTGAGE,10+ years,1
5107,A, 36 months,RENT,2 years,1
5108,C, 36 months,RENT,10+ years,1
5109,B, 36 months,RENT,10+ years,-1
5110,C, 36 months,RENT,< 1 year,1
5111,C, 60 months,RENT,1 year,-1
5112,C, 60 months,MORTGAGE,10+ years,-1
5113,A, 36 months,RENT,2 years,1
5114,C, 36 months,MORTGAGE,,-1
5115,A, 36 months,RENT,2 years,1
5116,B, 36 months,RENT,10+ years,1
5117,A, 36 months,RENT,8 years,-1
5118,A, 36 months,MORTGAGE,8 years,-1
5119,A, 36 months,MORTGAGE,10+ years,1
5120,B, 36 months,MORTGAGE,9 years,1
5121,A, 36 months,OWN,1 year,1
5122,C, 36 months,RENT,4 years,-1
5123,G, 60 months,RENT,4 years,-1
5124,E, 60 months,RENT,10+ years,-1
5125,D, 36 months,RENT,4 years,1
5126,E, 60 months,MORTGAGE,6 years,-1
5127,B, 36 months,MORTGAGE,4 years,1
5128,B, 36 months,MORTGAGE,10+ years,1
5129,D, 36 months,MORTGAGE,10+ years,-1
5130,D, 36 months,RENT,< 1 year,1
5131,G, 60 months,RENT,10+ years,-1
5132,B, 60 months,MORTGAGE,5 years,-1
5133,D, 36 months,RENT,8 years,1
5134,C, 36 months,RENT,2 years,1
5135,C, 36 months,RENT,4 years,-1
5136,C, 36 months,RENT,5 years,1
5137,B, 36 months,RENT,6 years,1
5138,E, 60 months,RENT,7 years,-1
5139,B, 36 months,RENT,2 years,1
5140,C, 60 months,MORTGAGE,1 year,-1
5141,C, 36 months,MORTGAGE,< 1 year,1
5142,D, 60 months,MORTGAGE,10+ years,-1
5143,D, 36 months,RENT,9 years,1
5144,B, 60 months,MORTGAGE,4 years,1
5145,B, 36 months,RENT,5 years,1
5146,B, 36 months,MORTGAGE,10+ years,1
5147,F, 60 months,MORTGAGE,10+ years,-1
5148,B, 36 months,RENT,10+ years,1
5149,C, 36 months,MORTGAGE,10+ years,-1
5150,D, 36 months,RENT,10+ years,-1
5151,C, 60 months,OWN,2 years,-1
5152,D, 36 months,MORTGAGE,4 years,1
5153,B, 36 months,RENT,10+ years,1
5154,A, 36 months,MORTGAGE,2 years,1
5155,A, 36 months,RENT,3 years,1
5156,D, 60 months,OWN,3 years,-1
5157,D, 36 months,RENT,6 years,-1
5158,E, 60 months,RENT,5 years,1
5159,C, 36 months,RENT,10+ years,-1
5160,C, 36 months,RENT,< 1 year,1
5161,F, 36 months,RENT,< 1 year,-1
5162,D, 36 months,MORTGAGE,7 years,-1
5163,D, 36 months,RENT,6 years,-1
5164,E, 36 months,MORTGAGE,10+ years,-1
5165,C, 36 months,MORTGAGE,4 years,-1
5166,E, 36 months,RENT,6 years,1
5167,A, 36 months,RENT,6 years,1
5168,C, 36 months,RENT,10+ years,-1
5169,A, 36 months,RENT,2 years,1
5170,E, 36 months,MORTGAGE,< 1 year,-1
5171,A, 36 months,RENT,1 year,1
5172,D, 36 months,RENT,< 1 year,-1
5173,D, 36 months,RENT,< 1 year,-1
5174,B, 36 months,MORTGAGE,6 years,-1
5175,A, 36 months,MORTGAGE,3 years,1
5176,D, 36 months,RENT,10+ years,-1
5177,D, 60 months,MORTGAGE,< 1 year,-1
5178,C, 36 months,RENT,< 1 year,1
5179,E, 36 months,RENT,6 years,1
5180,C, 36 months,RENT,1 year,1
5181,B, 36 months,RENT,10+ years,1
5182,C, 60 months,OWN,10+ years,1
5183,A, 36 months,MORTGAGE,6 years,1
5184,C, 36 months,MORTGAGE,10+ years,1
5185,D, 36 months,RENT,4 years,-1
5186,B, 36 months,RENT,5 years,-1
5187,E, 60 months,MORTGAGE,8 years,-1
5188,D, 36 months,RENT,2 years,1
5189,E, 60 months,MORTGAGE,10+ years,-1
5190,F, 60 months,RENT,< 1 year,-1
5191,A, 36 months,RENT,3 years,-1
5192,A, 36 months,MORTGAGE,5 years,-1
5193,C, 36 months,RENT,5 years,-1
5194,D, 60 months,MORTGAGE,10+ years,1
5195,B, 36 months,RENT,5 years,-1
5196,B, 36 months,MORTGAGE,2 years,-1
5197,C, 36 months,RENT,4 years,-1
5198,C, 36 months,RENT,10+ years,1
5199,D, 36 months,RENT,< 1 year,-1
5200,A, 36 months,MORTGAGE,9 years,1
5201,D, 60 months,MORTGAGE,4 years,-1
5202,F, 60 months,MORTGAGE,3 years,1
5203,B, 60 months,RENT,3 years,1
5204,D, 36 months,MORTGAGE,10+ years,-1
5205,C, 36 months,MORTGAGE,7 years,1
5206,E, 60 months,MORTGAGE,10+ years,-1
5207,D, 60 months,MORTGAGE,10+ years,-1
5208,A, 36 months,RENT,6 years,1
5209,C, 36 months,OWN,,-1
5210,C, 60 months,MORTGAGE,10+ years,-1
5211,C, 60 months,RENT,10+ years,-1
5212,B, 36 months,MORTGAGE,< 1 year,1
5213,A, 36 months,RENT,7 years,1
5214,D, 36 months,RENT,2 years,-1
5215,A, 36 months,RENT,10+ years,1
5216,E, 36 months,RENT,5 years,-1
5217,B, 36 months,MORTGAGE,10+ years,1
5218,C, 36 months,MORTGAGE,3 years,-1
5219,G, 36 months,RENT,1 year,-1
5220,A, 36 months,MORTGAGE,10+ years,1
5221,C, 60 months,OWN,9 years,-1
5222,B, 36 months,RENT,10+ years,-1
5223,D, 36 months,RENT,6 years,-1
